date,kind,mlbam_id,name,team,gamePk,opp,exp_pts,src,owner,elig,active,made_utc
2026-09-16,H,595978.0,Austin Hedges,Cleveland Guardians,824382,Chicago White Sox,3.19,listed,FA,C,True,2026-09-16T13:40:48Z
2026-09-16,H,608070.0,José Ramírez,Cleveland Guardians,824382,Chicago White Sox,4.72,listed,MMM,3B,True,2026-09-16T13:40:48Z
2026-09-16,H,656555.0,Rhys Hoskins,Cleveland Guardians,824382,Chicago White Sox,3.28,listed,FA,1B,False,2026-09-16T13:40:48Z
2026-09-16,H,663993.0,Nathaniel Lowe,Cleveland Guardians,824382,Chicago White Sox,3.1,listed,FA,1B,True,2026-09-16T13:40:48Z
2026-09-16,H,666176.0,Jo Adell,Cleveland Guardians,824382,Chicago White Sox,5.09,listed,FA,OF,True,2026-09-16T13:40:48Z
2026-09-16,H,672275.0,Patrick Bailey,Cleveland Guardians,824382,Chicago White Sox,3.29,listed,FA,C,True,2026-09-16T13:40:48Z
2026-09-16,H,677587.0,Brayan Rocchio,Cleveland Guardians,824382,Chicago White Sox,3.57,listed,CJF,SS,True,2026-09-16T13:40:48Z
2026-09-16,H,680757.0,Steven Kwan,Cleveland Guardians,824382,Chicago White Sox,4.23,listed,Dan,OF,True,2026-09-16T13:40:48Z
2026-09-16,H,681807.0,David Fry,Cleveland Guardians,824382,Chicago White Sox,1.85,listed,FA,OF,True,2026-09-16T13:40:48Z
2026-09-16,H,682177.0,Daniel Schneemann,Cleveland Guardians,824382,Chicago White Sox,2.25,listed,FA,3B/OF,True,2026-09-16T13:40:48Z
2026-09-16,H,682657.0,Angel Martínez,Cleveland Guardians,824382,Chicago White Sox,4.15,listed,GK,OF,True,2026-09-16T13:40:48Z
2026-09-16,H,683953.0,Travis Bazzana,Cleveland Guardians,824382,Chicago White Sox,3.87,listed,THALER,2B,True,2026-09-16T13:40:48Z
2026-09-16,H,690984.0,Petey Halpin,Cleveland Guardians,824382,Chicago White Sox,1.98,listed,FA,OF,True,2026-09-16T13:40:48Z
2026-09-16,H,694197.0,Angel Genao,Cleveland Guardians,824382,Chicago White Sox,3.58,listed,FA,2B,True,2026-09-16T13:40:48Z
2026-09-16,H,700932.0,Kyle Manzardo,Cleveland Guardians,824382,Chicago White Sox,3.32,listed,FA,1B,False,2026-09-16T13:40:48Z
2026-09-16,H,800050.0,Chase DeLauter,Cleveland Guardians,824382,Chicago White Sox,4.16,listed,GK,OF,True,2026-09-16T13:40:48Z
2026-09-16,H,696135.0,Kahlil Watson,Cleveland Guardians,824382,Chicago White Sox,3.3,listed,FA,OF,False,2026-09-16T13:40:48Z
2026-09-16,H,545341.0,Randal Grichuk,Chicago White Sox,824382,Cleveland Guardians,2.36,listed,FA,OF,True,2026-09-16T13:40:48Z
2026-09-16,H,643217.0,Andrew Benintendi,Chicago White Sox,824382,Cleveland Guardians,2.72,listed,FA,UT,True,2026-09-16T13:40:48Z
2026-09-16,H,663698.0,Joey Bart,Chicago White Sox,824382,Cleveland Guardians,2.58,listed,FA,C,False,2026-09-16T13:40:48Z
2026-09-16,H,668670.0,Jake Rogers,Chicago White Sox,824382,Cleveland Guardians,2.42,listed,FA,C,True,2026-09-16T13:40:48Z
2026-09-16,H,671976.0,Tristan Peters,Chicago White Sox,824382,Cleveland Guardians,3.16,listed,Dpf,OF,True,2026-09-16T13:40:48Z
2026-09-16,H,678246.0,Miguel Vargas,Chicago White Sox,824382,Cleveland Guardians,4.64,listed,GLIZZY,1B/3B,True,2026-09-16T13:40:48Z
2026-09-16,H,682668.0,Luisangel Acuña,Chicago White Sox,824382,Cleveland Guardians,1.63,listed,FA,SS/OF,True,2026-09-16T13:40:48Z
2026-09-16,H,686668.0,Brenton Doyle,Chicago White Sox,824382,Cleveland Guardians,1.87,listed,FA,OF,True,2026-09-16T13:40:48Z
2026-09-16,H,691011.0,Drew Romo,Chicago White Sox,824382,Cleveland Guardians,3.14,listed,FA,C,False,2026-09-16T13:40:48Z
2026-09-16,H,695657.0,Colson Montgomery,Chicago White Sox,824382,Cleveland Guardians,3.75,listed,THALER,3B/SS,True,2026-09-16T13:40:48Z
2026-09-16,H,695731.0,Braden Montgomery,Chicago White Sox,824382,Cleveland Guardians,3.04,listed,CJF,OF,True,2026-09-16T13:40:48Z
2026-09-16,H,700337.0,Edgar Quero,Chicago White Sox,824382,Cleveland Guardians,2.41,listed,FA,C,True,2026-09-16T13:40:48Z
2026-09-16,H,803011.0,Sam Antonacci,Chicago White Sox,824382,Cleveland Guardians,3.4,listed,BAMBI,2B/OF,True,2026-09-16T13:40:48Z
2026-09-16,H,805367.0,Chase Meidroth,Chicago White Sox,824382,Cleveland Guardians,3.96,listed,LTTA,2B,True,2026-09-16T13:40:48Z
2026-09-16,H,808959.0,Munetaka Murakami,Chicago White Sox,824382,Cleveland Guardians,3.42,listed,CJF,1B,True,2026-09-16T13:40:48Z
2026-09-16,H,691019.0,Kyle Teel,Chicago White Sox,824382,Cleveland Guardians,2.98,listed,FA,C,True,2026-09-16T13:40:48Z
2026-09-16,H,663494.0,Bryan Torres,St. Louis Cardinals,823004,San Francisco Giants,2.94,listed,FA,OF,True,2026-09-16T13:40:48Z
2026-09-16,H,665877.0,José Fermín,St. Louis Cardinals,823004,San Francisco Giants,3.21,listed,FA,3B/OF,True,2026-09-16T13:40:48Z
2026-09-16,H,669357.0,Nolan Gorman,St. Louis Cardinals,823004,San Francisco Giants,3.07,listed,FA,3B,True,2026-09-16T13:40:48Z
2026-09-16,H,671056.0,Iván Herrera,St. Louis Cardinals,823004,San Francisco Giants,4.36,listed,LTTA,C,True,2026-09-16T13:40:48Z
2026-09-16,H,676475.0,Alec Burleson,St. Louis Cardinals,823004,San Francisco Giants,4.53,listed,LTTA,1B,True,2026-09-16T13:40:48Z
2026-09-16,H,677592.0,Everson Pereira,St. Louis Cardinals,823004,San Francisco Giants,2.63,listed,FA,OF,False,2026-09-16T13:40:48Z
2026-09-16,H,686780.0,Pedro Pagés,St. Louis Cardinals,823004,San Francisco Giants,2.19,listed,FA,C,True,2026-09-16T13:40:48Z
2026-09-16,H,687363.0,Victor Scott II,St. Louis Cardinals,823004,San Francisco Giants,1.21,listed,FA,OF,True,2026-09-16T13:40:48Z
2026-09-16,H,691023.0,Jordan Walker,St. Louis Cardinals,823004,San Francisco Giants,4.3,listed,CJF,OF,True,2026-09-16T13:40:48Z
2026-09-16,H,691026.0,Masyn Winn,St. Louis Cardinals,823004,San Francisco Giants,3.48,listed,FA,SS,True,2026-09-16T13:40:48Z
2026-09-16,H,691458.0,Blaze Jordan,St. Louis Cardinals,823004,San Francisco Giants,3.27,listed,FA,3B,False,2026-09-16T13:40:48Z
2026-09-16,H,695336.0,Thomas Saggese,St. Louis Cardinals,823004,San Francisco Giants,3.71,listed,MMM,OF,True,2026-09-16T13:40:48Z
2026-09-16,H,695491.0,Joshua Báez,St. Louis Cardinals,823004,San Francisco Giants,3.54,listed,BAMBI,OF,True,2026-09-16T13:40:48Z
2026-09-16,H,699625.0,Jimmy Crooks,St. Louis Cardinals,823004,San Francisco Giants,2.5,listed,FA,C,False,2026-09-16T13:40:48Z
2026-09-16,H,701675.0,Nathan Church,St. Louis Cardinals,823004,San Francisco Giants,3.3,listed,FA,OF,True,2026-09-16T13:40:48Z
2026-09-16,H,802139.0,JJ Wetherholt,St. Louis Cardinals,823004,San Francisco Giants,4.3,listed,THALER,2B,False,2026-09-16T13:40:48Z
2026-09-16,H,602104.0,Ramón Urías,St. Louis Cardinals,823004,San Francisco Giants,1.82,listed,FA,3B,True,2026-09-16T13:40:48Z
2026-09-16,H,699024.0,Leo Bernal,St. Louis Cardinals,823004,San Francisco Giants,4.39,listed,BB,C,True,2026-09-16T13:40:48Z
2026-09-16,H,642715.0,Willy Adames,San Francisco Giants,823004,St. Louis Cardinals,4.18,listed,FA,SS,False,2026-09-16T13:40:48Z
2026-09-16,H,646240.0,Rafael Devers,San Francisco Giants,823004,St. Louis Cardinals,4.2,listed,Dan,1B,True,2026-09-16T13:40:48Z
2026-09-16,H,656305.0,Matt Chapman,San Francisco Giants,823004,St. Louis Cardinals,4.28,listed,FA,3B,False,2026-09-16T13:40:48Z
2026-09-16,H,664056.0,Harrison Bader,San Francisco Giants,823004,St. Louis Cardinals,3.94,listed,FA,OF,False,2026-09-16T13:40:48Z
2026-09-16,H,669477.0,Casey Schmitt,San Francisco Giants,823004,St. Louis Cardinals,4.57,listed,FA,3B/OF,False,2026-09-16T13:40:48Z
2026-09-16,H,678545.0,Osleivis Basabe,San Francisco Giants,823004,St. Louis Cardinals,3.02,listed,FA,2B,True,2026-09-16T13:40:48Z
2026-09-16,H,683766.0,Christian Koss,San Francisco Giants,823004,St. Louis Cardinals,3.78,listed,FA,3B/SS,True,2026-09-16T13:40:48Z
2026-09-16,H,687551.0,Drew Gilbert,San Francisco Giants,823004,St. Louis Cardinals,2.59,listed,FA,OF,True,2026-09-16T13:40:48Z
2026-09-16,H,691740.0,Daniel Susac,San Francisco Giants,823004,St. Louis Cardinals,3.41,listed,FA,C,False,2026-09-16T13:40:48Z
2026-09-16,H,701852.0,Drew Cavanaugh,San Francisco Giants,823004,St. Louis Cardinals,2.69,listed,FA,C,True,2026-09-16T13:40:48Z
2026-09-16,H,805811.0,Bryce Eldridge,San Francisco Giants,823004,St. Louis Cardinals,4.71,listed,CH,1B,True,2026-09-16T13:40:48Z
2026-09-16,H,808982.0,Jung Hoo Lee,San Francisco Giants,823004,St. Louis Cardinals,3.5,listed,GLIZZY,OF,True,2026-09-16T13:40:48Z
2026-09-16,H,813841.0,Jonah Cox,San Francisco Giants,823004,St. Louis Cardinals,3.44,listed,FA,OF,True,2026-09-16T13:40:48Z
2026-09-16,H,606992.0,Eric Haase,San Francisco Giants,823004,St. Louis Cardinals,2.95,listed,FA,C,False,2026-09-16T13:40:48Z
2026-09-16,H,682674.0,Victor Bericoto,San Francisco Giants,823004,St. Louis Cardinals,2.58,listed,FA,OF,False,2026-09-16T13:40:48Z
2026-09-16,H,687529.0,Grant McCray,San Francisco Giants,823004,St. Louis Cardinals,2.7,listed,FA,OF,True,2026-09-16T13:40:48Z
2026-09-16,H,694376.0,Shay Whitcomb,San Francisco Giants,823004,St. Louis Cardinals,2.82,listed,FA,3B,True,2026-09-16T13:40:48Z
2026-09-16,H,806367.0,Turner Hill,San Francisco Giants,823004,St. Louis Cardinals,3.7,listed,FA,OF,True,2026-09-16T13:40:48Z
2026-09-16,H,605137.0,Josh Bell,Minnesota Twins,823655,New York Yankees,4.4,listed,FA,1B,True,2026-09-16T13:40:48Z
2026-09-16,H,605170.0,Victor Caratini,Minnesota Twins,823655,New York Yankees,3.2,listed,FA,C/1B,True,2026-09-16T13:40:48Z
2026-09-16,H,621439.0,Byron Buxton,Minnesota Twins,823655,New York Yankees,4.34,listed,BAMBI,OF,False,2026-09-16T13:40:48Z
2026-09-16,H,656484.0,Tristan Gray,Minnesota Twins,823655,New York Yankees,2.59,listed,FA,SS,False,2026-09-16T13:40:48Z
2026-09-16,H,663616.0,Trevor Larnach,Minnesota Twins,823655,New York Yankees,2.91,listed,FA,OF,True,2026-09-16T13:40:48Z
2026-09-16,H,665019.0,Kody Clemens,Minnesota Twins,823655,New York Yankees,3.96,listed,LTTA,1B/2B/OF,True,2026-09-16T13:40:48Z
2026-09-16,H,668885.0,Austin Martin,Minnesota Twins,823655,New York Yankees,3.39,listed,FA,OF,True,2026-09-16T13:40:48Z
